bellmanFord,INSA,temps,243,916,202.54348955154413,4311444,1181,-1,-1,1711.2875544987178
dijikstra,INSA,temps,243,916,202.54348955154413,2986280,583,535,54,1711.2875544987178
astar,INSA,temps,243,916,202.54348955154413,3096606,528,479,60,1711.2875544987178
bellmanFord,INSA,longueur,698,1066,1811.316870212555,4048337,1181,-1,-1,1380.792109107458
dijikstra,INSA,longueur,698,1066,1811.316870212555,3501948,906,869,40,1380.792109107458
astar,INSA,longueur,698,1066,1811.316870212555,2448717,507,464,55,1380.792109107458
bellmanFord,INSA,temps,698,1066,194.74572244262703,4722638,1181,-1,-1,1380.792109107458
dijikstra,INSA,temps,698,1066,194.74572244262703,4089417,847,790,67,1380.792109107458
astar,INSA,temps,698,1066,194.74572244262703,4164853,817,755,70,1380.792109107458
bellmanFord,INSA,longueur,790,546,831.655957698822,3765701,1181,-1,-1,577.378009084315
dijikstra,INSA,longueur,790,546,831.655957698822,2615072,455,422,41,577.378009084315
astar,INSA,longueur,790,546,831.655957698822,1147304,91,71,21,577.378009084315
bellmanFord,INSA,temps,790,546,99.79871492385865,3725072,1181,-1,-1,577.378009084315
dijikstra,INSA,temps,790,546,99.79871492385865,2688655,427,378,50,577.378009084315
astar,INSA,temps,790,546,99.79871492385865,2103512,365,324,44,577.378009084315
bellmanFord,INSA,longueur,622,1168,1846.2775359153748,4220516,1181,-1,-1,553.332929317451
dijikstra,INSA,longueur,622,1168,1846.2775359153748,2941054,699,655,45,553.332929317451
astar,INSA,longueur,622,1168,1846.2775359153748,1978898,430,388,43,553.332929317451
bellmanFord,INSA,temps,622,1168,197.28558942031856,4581193,1181,-1,-1,553.332929317451
dijikstra,INSA,temps,622,1168,197.28558942031856,3573226,751,685,68,553.332929317451
astar,INSA,temps,622,1168,197.28558942031856,3378556,724,660,65,553.332929317451
bellmanFord,INSA,longueur,710,116,1534.7892751693726,4368189,1181,-1,-1,742.3103995326416
